"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 02 17:37:51 CST 2022","Sat Apr 02 17:37:52 CST 2022","795","main","testmain","TestMain","","","参数erea3不填新增失败",""
"passed","Sat Apr 02 17:35:01 CST 2022","Sat Apr 02 17:35:02 CST 2022","785","main","testmain","TestMain","","","输入错误URL查询失败",""
"passed","Sat Apr 02 17:34:05 CST 2022","Sat Apr 02 17:34:06 CST 2022","792","main","testmain","TestMain","","","错误的请求方式查询失败DELETE",""
"passed","Sat Apr 02 17:43:17 CST 2022","Sat Apr 02 17:43:18 CST 2022","796","main","testmain","TestMain","","","错误的请求方式DELETE查询失败",""
"passed","Sat Apr 02 17:38:57 CST 2022","Sat Apr 02 17:38:58 CST 2022","1570","main","testmain","TestMain","","","错误的参数请求方式修改默认地址失败",""
"passed","Sat Apr 02 17:49:17 CST 2022","Sat Apr 02 17:49:18 CST 2022","779","main","testmain","TestMain","","","参数integral为4999兑换失败",""
"failed","Sat Apr 02 17:49:59 CST 2022","Sat Apr 02 17:50:00 CST 2022","1250","main","testmain","TestMain","","","PageNo为非数字查询失败",""
"passed","Sat Apr 02 17:49:07 CST 2022","Sat Apr 02 17:49:08 CST 2022","776","main","testmain","TestMain","","","参数password为空失败",""
"passed","Sat Apr 02 17:34:48 CST 2022","Sat Apr 02 17:34:50 CST 2022","1889","main","testmain","TestMain","","","未登录状态查询商品详情失败",""
"passed","Sat Apr 02 17:34:41 CST 2022","Sat Apr 02 17:34:42 CST 2022","791","main","testmain","TestMain","","","sortType为空进行查询失败",""
"passed","Sat Apr 02 17:48:59 CST 2022","Sat Apr 02 17:49:01 CST 2022","1824","main","testmain","TestMain","","","错误的参数类型修改失败multipart/form-data",""
"passed","Sat Apr 02 17:49:55 CST 2022","Sat Apr 02 17:49:56 CST 2022","800","main","testmain","TestMain","","","错误的请求方式查询失败PUT",""
"passed","Sat Apr 02 17:33:59 CST 2022","Sat Apr 02 17:33:59 CST 2022","770","main","testmain","TestMain","","","输入错误请求方式查询失败DELETE",""
"failed","Sat Apr 02 17:38:39 CST 2022","Sat Apr 02 17:38:41 CST 2022","1582","main","testmain","TestMain","","","输入删除type修改地址失败",""
"passed","Sat Apr 02 17:38:55 CST 2022","Sat Apr 02 17:38:57 CST 2022","1589","main","testmain","TestMain","","","错误的参数请求方式修改默认地址失败",""
"passed","Sat Apr 02 17:49:49 CST 2022","Sat Apr 02 17:49:50 CST 2022","784","main","testmain","TestMain","","","错误的参数类型查询失败multipart/form-data",""
"failed","Sat Apr 02 17:38:12 CST 2022","Sat Apr 02 17:38:14 CST 2022","1586","main","testmain","TestMain","","","缺少contactnumber修改地址失败",""
"passed","Sat Apr 02 17:46:30 CST 2022","Sat Apr 02 17:46:37 CST 2022","6082","main","testmain","TestMain","","","code参数为空修改密码失败",""
"passed","Sat Apr 02 17:36:07 CST 2022","Sat Apr 02 17:36:11 CST 2022","3825","main","testmain","TestMain","","","goodsid不存在新增失败",""
"passed","Sat Apr 02 17:42:13 CST 2022","Sat Apr 02 17:42:17 CST 2022","3660","main","testmain","TestMain","","","输入正确参数添加商品到收藏成功",""
"passed","Sat Apr 02 17:48:09 CST 2022","Sat Apr 02 17:48:10 CST 2022","793","main","testmain","TestMain","","","参数PageNO错误查询失败",""
"passed","Sat Apr 02 17:37:50 CST 2022","Sat Apr 02 17:37:51 CST 2022","807","main","testmain","TestMain","","","参数erea2不填新增失败",""
"passed","Sat Apr 02 17:37:48 CST 2022","Sat Apr 02 17:37:49 CST 2022","790","main","testmain","TestMain","","","参数lastname不填新增失败",""
"passed","Sat Apr 02 17:49:18 CST 2022","Sat Apr 02 17:49:19 CST 2022","798","main","testmain","TestMain","","","参数integral为5000兑换成功",""
"passed","Sat Apr 02 17:37:58 CST 2022","Sat Apr 02 17:37:58 CST 2022","803","main","testmain","TestMain","","","参数erea3参数长度超过限制新增失败",""
"passed","Sat Apr 02 17:37:46 CST 2022","Sat Apr 02 17:37:47 CST 2022","798","main","testmain","TestMain","","","addressLine缺失新增失败",""
"passed","Sat Apr 02 17:49:32 CST 2022","Sat Apr 02 17:49:33 CST 2022","791","main","testmain","TestMain","","","错误URL获取通知列表失败",""
"passed","Sat Apr 02 17:37:36 CST 2022","Sat Apr 02 17:37:37 CST 2022","783","main","testmain","TestMain","","","输入错误的URL新增地址失败",""
"passed","Sat Apr 02 17:34:06 CST 2022","Sat Apr 02 17:34:07 CST 2022","794","main","testmain","TestMain","","","错误的请求方式查询失败PUT",""
"passed","Sat Apr 02 17:41:10 CST 2022","Sat Apr 02 17:41:11 CST 2022","781","main","testmain","TestMain","","","缺失orderid参数发起订单支付失败",""
"passed","Sat Apr 02 17:34:37 CST 2022","Sat Apr 02 17:34:38 CST 2022","861","main","testmain","TestMain","","","输入不存在的商品名称模糊查询失败",""
"passed","Sat Apr 02 17:43:26 CST 2022","Sat Apr 02 17:43:29 CST 2022","2113","main","testmain","TestMain","","","错误URL地址批量删除失败",""
"passed","Sat Apr 02 17:37:31 CST 2022","Sat Apr 02 17:37:32 CST 2022","793","main","testmain","TestMain","","","pageNo参数为非数字查询失败",""
"passed","Sat Apr 02 17:43:47 CST 2022","Sat Apr 02 17:43:48 CST 2022","782","main","testmain","TestMain","","","错误的请求方式DELETE获取验证码失败",""
"passed","Sat Apr 02 17:33:45 CST 2022","Sat Apr 02 17:33:46 CST 2022","800","main","testmain","TestMain","","","userAccount不包含@注册失败",""
"passed","Sat Apr 02 17:42:41 CST 2022","Sat Apr 02 17:42:45 CST 2022","4423","main","testmain","TestMain","","","goodsid参数为空新增失败",""
"passed","Sat Apr 02 17:43:24 CST 2022","Sat Apr 02 17:43:26 CST 2022","2105","main","testmain","TestMain","","","参数正确批量删除收藏列表成功",""
"passed","Sat Apr 02 17:43:03 CST 2022","Sat Apr 02 17:43:05 CST 2022","2105","main","testmain","TestMain","","","错误请求方式（POST）删除商品失败",""
"passed","Sat Apr 02 17:43:24 CST 2022","Sat Apr 02 17:43:24 CST 2022","782","main","testmain","TestMain","","","错误的参数请求方式错误查询失败",""
"passed","Sat Apr 02 17:49:14 CST 2022","Sat Apr 02 17:49:15 CST 2022","803","main","testmain","TestMain","","","错误的请求方式PUT兑换失败",""
"passed","Sat Apr 02 17:48:46 CST 2022","Sat Apr 02 17:48:48 CST 2022","1833","main","testmain","TestMain","","","错误的请求类型修改失败GET",""
"passed","Sat Apr 02 17:43:46 CST 2022","Sat Apr 02 17:43:47 CST 2022","1045","main","testmain","TestMain","","","未登录状态获取验证码失败",""
"passed","Sat Apr 02 17:34:38 CST 2022","Sat Apr 02 17:34:39 CST 2022","795","main","testmain","TestMain","","","pageNo为空进行查询失败",""
"passed","Sat Apr 02 17:48:17 CST 2022","Sat Apr 02 17:48:19 CST 2022","1603","main","testmain","TestMain","","","错误的请求方式兑换失败GET",""
"failed","Sat Apr 02 17:36:46 CST 2022","Sat Apr 02 17:36:48 CST 2022","2405","main","testmain","TestMain","","","参数count为0编辑失败",""
"passed","Sat Apr 02 17:49:01 CST 2022","Sat Apr 02 17:49:02 CST 2022","812","main","testmain","TestMain","","","输入正确信息密码检查通过",""
"passed","Sat Apr 02 17:37:40 CST 2022","Sat Apr 02 17:37:41 CST 2022","783","main","testmain","TestMain","","","错误的请求方式新增地址失败（PUT）",""
"passed","Sat Apr 02 17:37:59 CST 2022","Sat Apr 02 17:38:00 CST 2022","800","main","testmain","TestMain","","","countryCode参数长度超过限制新增失败",""
"passed","Sat Apr 02 17:42:36 CST 2022","Sat Apr 02 17:42:41 CST 2022","4710","main","testmain","TestMain","","","goodsid参数丢失新增失败",""
"passed","Sat Apr 02 17:37:49 CST 2022","Sat Apr 02 17:37:49 CST 2022","784","main","testmain","TestMain","","","参数contactnumber不填新增失败",""
"passed","Sat Apr 02 17:47:53 CST 2022","Sat Apr 02 17:47:53 CST 2022","797","main","testmain","TestMain","","","输入正确的信息查询我的优惠价成功",""
"passed","Sat Apr 02 17:33:36 CST 2022","Sat Apr 02 17:33:36 CST 2022","515","main","testmain","TestMain","","","请求类型错误请求失败GET",""
"passed","Sat Apr 02 17:43:43 CST 2022","Sat Apr 02 17:43:45 CST 2022","2117","main","testmain","TestMain","","","输入正确参数获取验证码成功",""
"passed","Sat Apr 02 17:42:07 CST 2022","Sat Apr 02 17:42:08 CST 2022","794","main","testmain","TestMain","","","信息正确签到成功",""
"failed","Sat Apr 02 17:43:29 CST 2022","Sat Apr 02 17:43:31 CST 2022","2363","main","testmain","TestMain","","","未登录状态删除失败",""
"passed","Sat Apr 02 17:49:22 CST 2022","Sat Apr 02 17:49:23 CST 2022","792","main","testmain","TestMain","","","错误的URL查询失败",""
"passed","Sat Apr 02 17:40:50 CST 2022","Sat Apr 02 17:40:55 CST 2022","5275","main","testmain","TestMain","","","未登录状态订单发起支付失败",""
"passed","Sat Apr 02 17:34:16 CST 2022","Sat Apr 02 17:34:16 CST 2022","793","main","testmain","TestMain","","","错误的请求方式查询失败POST",""
"passed","Sat Apr 02 17:49:39 CST 2022","Sat Apr 02 17:49:39 CST 2022","784","main","testmain","TestMain","","","参数请求方式错误获取通知列表失败",""
"passed","Sat Apr 02 17:48:11 CST 2022","Sat Apr 02 17:48:12 CST 2022","783","main","testmain","TestMain","","","错误的参数类型查询失败multipart/form-data",""
"passed","Sat Apr 02 17:34:57 CST 2022","Sat Apr 02 17:34:59 CST 2022","1650","main","testmain","TestMain","","","错误的参数请求方式查询商品详情失败",""
"passed","Sat Apr 02 17:33:35 CST 2022","Sat Apr 02 17:33:35 CST 2022","515","main","testmain","TestMain","","","userAccount参数错误请求失败",""
"failed","Sat Apr 02 17:40:06 CST 2022","Sat Apr 02 17:40:08 CST 2022","2388","main","testmain","TestMain","","","缺少addressid提交订单失败",""
"passed","Sat Apr 02 17:34:42 CST 2022","Sat Apr 02 17:34:43 CST 2022","786","main","testmain","TestMain","","","sortType为非数字类型进行查询失败",""
"passed","Sat Apr 02 17:37:23 CST 2022","Sat Apr 02 17:37:26 CST 2022","2362","main","testmain","TestMain","","","购物车存在一件商品批量删除失败",""
"failed","Sat Apr 02 17:40:36 CST 2022","Sat Apr 02 17:40:39 CST 2022","3160","main","testmain","TestMain","","","输入负数Count参数提交订单失败",""
"passed","Sat Apr 02 17:33:40 CST 2022","Sat Apr 02 17:33:41 CST 2022","794","main","testmain","TestMain","","","缺少userAccount参数请求失败",""
"passed","Sat Apr 02 17:34:40 CST 2022","Sat Apr 02 17:34:41 CST 2022","775","main","testmain","TestMain","","","pageSize为非数字类型进行查询失败",""
"passed","Sat Apr 02 17:37:26 CST 2022","Sat Apr 02 17:37:27 CST 2022","806","main","testmain","TestMain","","","输入正确参数查询地址成功",""
"passed","Sat Apr 02 17:39:18 CST 2022","Sat Apr 02 17:39:19 CST 2022","1590","main","testmain","TestMain","","","错误参数请求类型删除地址失败application/x-www-form-urlencoded",""
"passed","Sat Apr 02 17:33:51 CST 2022","Sat Apr 02 17:33:52 CST 2022","780","main","testmain","TestMain","","","请求类型错误注册失败GET",""
"passed","Sat Apr 02 17:49:26 CST 2022","Sat Apr 02 17:49:27 CST 2022","785","main","testmain","TestMain","","","参数PageNo为空查询失败",""
"passed","Sat Apr 02 17:38:37 CST 2022","Sat Apr 02 17:38:38 CST 2022","1599","main","testmain","TestMain","","","type为空修改地址失败",""
"passed","Sat Apr 02 17:38:22 CST 2022","Sat Apr 02 17:38:23 CST 2022","1581","main","testmain","TestMain","","","缺少type修改地址失败",""
"passed","Sat Apr 02 17:33:42 CST 2022","Sat Apr 02 17:33:43 CST 2022","789","main","testmain","TestMain","","","不填参数注册失败",""
"passed","Sat Apr 02 17:34:55 CST 2022","Sat Apr 02 17:34:56 CST 2022","801","main","testmain","TestMain","","","ID为空查询商品详情失败",""
"passed","Sat Apr 02 17:37:28 CST 2022","Sat Apr 02 17:37:29 CST 2022","799","main","testmain","TestMain","","","pageSize参数为空查询失败",""
"passed","Sat Apr 02 17:49:13 CST 2022","Sat Apr 02 17:49:14 CST 2022","774","main","testmain","TestMain","","","错误的请求方式GET兑换失败",""
"passed","Sat Apr 02 17:42:21 CST 2022","Sat Apr 02 17:42:25 CST 2022","3915","main","testmain","TestMain","","","未登录状态添加商品到收藏夹失败",""
"passed","Sat Apr 02 17:49:27 CST 2022","Sat Apr 02 17:49:28 CST 2022","797","main","testmain","TestMain","","","参数PageSize为空查询失败",""
"passed","Sat Apr 02 17:38:35 CST 2022","Sat Apr 02 17:38:37 CST 2022","1575","main","testmain","TestMain","","","addressLine为空修改地址失败",""
"passed","Sat Apr 02 17:35:22 CST 2022","Sat Apr 02 17:35:26 CST 2022","4053","main","testmain","TestMain","","","未登录状态添加购物车失败",""
"passed","Sat Apr 02 17:41:28 CST 2022","Sat Apr 02 17:41:33 CST 2022","5005","main","testmain","TestMain","","","cancelUrl参数为空发起订单支付失败",""
"passed","Sat Apr 02 17:49:47 CST 2022","Sat Apr 02 17:49:48 CST 2022","783","main","testmain","TestMain","","","PageNo为非数字查询失败",""
"passed","Sat Apr 02 17:40:33 CST 2022","Sat Apr 02 17:40:36 CST 2022","3149","main","testmain","TestMain","","","错误的请求方式提交订单失败（PUT）",""
"passed","Sat Apr 02 17:39:13 CST 2022","Sat Apr 02 17:39:15 CST 2022","1580","main","testmain","TestMain","","","输入错误类型TYPE参数删除地址失败",""
"passed","Sat Apr 02 17:38:17 CST 2022","Sat Apr 02 17:38:19 CST 2022","1591","main","testmain","TestMain","","","缺少area3修改地址失败",""
"passed","Sat Apr 02 17:35:09 CST 2022","Sat Apr 02 17:35:10 CST 2022","795","main","testmain","TestMain","","","pageNO参数值为负数查询失败",""
"passed","Sat Apr 02 17:42:25 CST 2022","Sat Apr 02 17:42:29 CST 2022","3782","main","testmain","TestMain","","","错误请求方式添加商品到收藏栏失败（PUT）",""
"passed","Sat Apr 02 17:37:53 CST 2022","Sat Apr 02 17:37:53 CST 2022","780","main","testmain","TestMain","","","addressLine不填新增失败",""
"passed","Sat Apr 02 17:50:02 CST 2022","Sat Apr 02 17:50:03 CST 2022","782","main","testmain","TestMain","","","错误的参数类型查询失败multipart/form-data",""
"passed","Sat Apr 02 17:49:29 CST 2022","Sat Apr 02 17:49:30 CST 2022","786","main","testmain","TestMain","","","参数PageSize为非数字查询失败",""
"passed","Sat Apr 02 17:38:00 CST 2022","Sat Apr 02 17:38:01 CST 2022","796","main","testmain","TestMain","","","参数请求类型错误新增失败application/x-www-form-urlencoded",""
"passed","Sat Apr 02 17:38:58 CST 2022","Sat Apr 02 17:39:00 CST 2022","1586","main","testmain","TestMain","","","输入正确参数删除地址成功",""
"passed","Sat Apr 02 17:49:08 CST 2022","Sat Apr 02 17:49:09 CST 2022","806","main","testmain","TestMain","","","参数password错误失败",""
"passed","Sat Apr 02 17:34:11 CST 2022","Sat Apr 02 17:34:12 CST 2022","775","main","testmain","TestMain","","","输入错误请求方式DELETE获取首页广告栏位数据失败",""
"passed","Sat Apr 02 17:49:51 CST 2022","Sat Apr 02 17:49:52 CST 2022","783","main","testmain","TestMain","","","错误的URL查询失败",""
"passed","Sat Apr 02 17:38:23 CST 2022","Sat Apr 02 17:38:24 CST 2022","801","main","testmain","TestMain","","","缺少ID参数修改地址失败",""
"passed","Sat Apr 02 17:43:37 CST 2022","Sat Apr 02 17:43:37 CST 2022","784","main","testmain","TestMain","","","无参数删除失败",""
"failed","Sat Apr 02 17:33:46 CST 2022","Sat Apr 02 17:33:47 CST 2022","791","main","testmain","TestMain","","","password17位字符注册失败",""
"passed","Sat Apr 02 17:38:38 CST 2022","Sat Apr 02 17:38:39 CST 2022","775","main","testmain","TestMain","","","ID参数为空修改地址失败",""
"passed","Sat Apr 02 17:33:36 CST 2022","Sat Apr 02 17:33:37 CST 2022","509","main","testmain","TestMain","","","请求类型错误请求失败PUT",""
"passed","Sat Apr 02 17:38:19 CST 2022","Sat Apr 02 17:38:20 CST 2022","1571","main","testmain","TestMain","","","缺少postalCode修改地址失败",""
"passed","Sat Apr 02 17:37:27 CST 2022","Sat Apr 02 17:37:28 CST 2022","1031","main","testmain","TestMain","","","未登录状态查询失败",""
"passed","Sat Apr 02 17:41:33 CST 2022","Sat Apr 02 17:41:33 CST 2022","785","main","testmain","TestMain","","","orderid参数不存在发起订单支付失败",""
"passed","Sat Apr 02 17:34:30 CST 2022","Sat Apr 02 17:34:30 CST 2022","790","main","testmain","TestMain","","","错误请求方式PUT查询路由失败",""
"passed","Sat Apr 02 17:33:52 CST 2022","Sat Apr 02 17:33:53 CST 2022","798","main","testmain","TestMain","","","请求类型错误注册失败DELETE",""
"broken","Sat Apr 02 17:58:17 CST 2022","Sat Apr 02 17:59:18 CST 2022","61599","main","testmain","TestMain","","","错误的参数类型查询失败application/json",""
"failed","Sat Apr 02 17:40:08 CST 2022","Sat Apr 02 17:40:11 CST 2022","2372","main","testmain","TestMain","","","缺少couponsid提交订单失败",""
"passed","Sat Apr 02 17:48:01 CST 2022","Sat Apr 02 17:48:02 CST 2022","801","main","testmain","TestMain","","","参数请求类型错误查询失败application/json",""
"passed","Sat Apr 02 17:38:49 CST 2022","Sat Apr 02 17:38:51 CST 2022","1600","main","testmain","TestMain","","","输入错误的请求方式修改默认地址失败GET",""
"passed","Sat Apr 02 17:42:02 CST 2022","Sat Apr 02 17:42:07 CST 2022","5020","main","testmain","TestMain","","","参数类型错误发起订单支付失败multipart/form-data",""
"passed","Sat Apr 02 17:41:33 CST 2022","Sat Apr 02 17:41:47 CST 2022","13826","main","testmain","TestMain","","","使用已支付订单发起支付失败",""
"passed","Sat Apr 02 17:37:49 CST 2022","Sat Apr 02 17:37:50 CST 2022","776","main","testmain","TestMain","","","参数erea1不填新增失败",""
"passed","Sat Apr 02 17:47:53 CST 2022","Sat Apr 02 17:47:54 CST 2022","789","main","testmain","TestMain","","","输入错误的URL地址查询成功",""
"passed","Sat Apr 02 17:34:09 CST 2022","Sat Apr 02 17:34:10 CST 2022","792","main","testmain","TestMain","","","输入错误URL地址获取首页广告栏位数据失败",""
"passed","Sat Apr 02 17:35:52 CST 2022","Sat Apr 02 17:35:56 CST 2022","3720","main","testmain","TestMain","","","count参数不为INT型新增失败",""
"passed","Sat Apr 02 17:34:53 CST 2022","Sat Apr 02 17:34:55 CST 2022","1624","main","testmain","TestMain","","","错误请求方式PUT查询商品详情失败",""
"passed","Sat Apr 02 17:37:52 CST 2022","Sat Apr 02 17:37:53 CST 2022","782","main","testmain","TestMain","","","postalCode:不填新增失败",""
"passed","Sat Apr 02 17:34:59 CST 2022","Sat Apr 02 17:35:00 CST 2022","1635","main","testmain","TestMain","","","错误的参数请求方式查询商品详情失败",""
"passed","Sat Apr 02 17:48:19 CST 2022","Sat Apr 02 17:48:20 CST 2022","1573","main","testmain","TestMain","","","错误的请求方式兑换失败PUT",""
"passed","Sat Apr 02 17:49:26 CST 2022","Sat Apr 02 17:49:26 CST 2022","771","main","testmain","TestMain","","","错误的请求方式查询失败PUT",""
"passed","Sat Apr 02 17:34:22 CST 2022","Sat Apr 02 17:34:23 CST 2022","791","main","testmain","TestMain","","","输入错误请求方式查询失败（DELETE）",""
"passed","Sat Apr 02 17:49:48 CST 2022","Sat Apr 02 17:49:48 CST 2022","794","main","testmain","TestMain","","","PageSize为非数字查询失败",""
"passed","Sat Apr 02 17:35:13 CST 2022","Sat Apr 02 17:35:14 CST 2022","791","main","testmain","TestMain","","","输入错误请求参数查询失败application/json",""
"passed","Sat Apr 02 17:41:52 CST 2022","Sat Apr 02 17:41:57 CST 2022","4484","main","testmain","TestMain","","","使用错误cancelUrl发起订单支付失败",""
"passed","Sat Apr 02 17:34:32 CST 2022","Sat Apr 02 17:34:33 CST 2022","991","main","testmain","TestMain","","","使用正确参数查询成功",""
"passed","Sat Apr 02 17:38:47 CST 2022","Sat Apr 02 17:38:49 CST 2022","1818","main","testmain","TestMain","","","未登录状态修改默认地址失败",""
"passed","Sat Apr 02 17:49:36 CST 2022","Sat Apr 02 17:49:37 CST 2022","785","main","testmain","TestMain","","","无参数获取通知列表成功",""
"passed","Sat Apr 02 17:34:00 CST 2022","Sat Apr 02 17:34:01 CST 2022","877","main","testmain","TestMain","","","输入错误请求参数类型查询失败application/json",""
"passed","Sat Apr 02 17:48:52 CST 2022","Sat Apr 02 17:48:54 CST 2022","1858","main","testmain","TestMain","","","参数sex缺失修改失败",""
"passed","Sat Apr 02 17:35:05 CST 2022","Sat Apr 02 17:35:06 CST 2022","784","main","testmain","TestMain","","","不填任何参数查询成功",""
"passed","Sat Apr 02 17:48:23 CST 2022","Sat Apr 02 17:48:23 CST 2022","800","main","testmain","TestMain","","","参数ID为空兑换失败",""
"passed","Sat Apr 02 17:48:50 CST 2022","Sat Apr 02 17:48:52 CST 2022","1840","main","testmain","TestMain","","","错误的请求类型修改失败PUT",""
"passed","Sat Apr 02 17:43:54 CST 2022","Sat Apr 02 17:44:21 CST 2022","26373","main","testmain","TestMain","","","输入正确的信息修改密码成功",""
