"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 02 17:43:15 CST 2022","Sat Apr 02 17:43:16 CST 2022","1029","main","testmain","TestMain","","","未登录状态查询失败",""
"passed","Sat Apr 02 17:49:25 CST 2022","Sat Apr 02 17:49:26 CST 2022","782","main","testmain","TestMain","","","错误的请求方式查询失败DELETE",""
"passed","Sat Apr 02 17:43:12 CST 2022","Sat Apr 02 17:43:14 CST 2022","2101","main","testmain","TestMain","","","错误参数请求类型删除商品失败",""
"failed","Sat Apr 02 17:48:32 CST 2022","Sat Apr 02 17:48:32 CST 2022","522","main","testmain","TestMain","","","已领取账户再次领取优惠券失败",""
"passed","Sat Apr 02 17:48:31 CST 2022","Sat Apr 02 17:48:32 CST 2022","514","main","testmain","TestMain","","","参数name为空领取优惠券失败",""
"passed","Sat Apr 02 17:36:11 CST 2022","Sat Apr 02 17:36:15 CST 2022","3760","main","testmain","TestMain","","","参数类型错误新增购物车失败application/x-www-form-urlencoded",""
"passed","Sat Apr 02 17:39:03 CST 2022","Sat Apr 02 17:39:05 CST 2022","1563","main","testmain","TestMain","","","发送错误请求GET删除地址失败",""
"passed","Sat Apr 02 17:33:41 CST 2022","Sat Apr 02 17:33:42 CST 2022","799","main","testmain","TestMain","","","userAccount为空请求失败",""
"broken","Sat Apr 02 17:53:10 CST 2022","Sat Apr 02 17:54:12 CST 2022","61644","main","testmain","TestMain","","","错误的请求方式查询失败DELETE",""
"passed","Sat Apr 02 17:33:53 CST 2022","Sat Apr 02 17:33:54 CST 2022","786","main","testmain","TestMain","","","请求类型错误注册失败PUT",""
"failed","Sat Apr 02 17:50:00 CST 2022","Sat Apr 02 17:50:01 CST 2022","1258","main","testmain","TestMain","","","PageSize为非数字查询失败",""
"passed","Sat Apr 02 17:49:40 CST 2022","Sat Apr 02 17:49:41 CST 2022","809","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:33:56 CST 2022","Sat Apr 02 17:33:57 CST 2022","854","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:34:20 CST 2022","Sat Apr 02 17:34:21 CST 2022","798","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:49:23 CST 2022","Sat Apr 02 17:49:24 CST 2022","1026","main","testmain","TestMain","","","未登录状态查询失败",""
"passed","Sat Apr 02 17:43:22 CST 2022","Sat Apr 02 17:43:23 CST 2022","790","main","testmain","TestMain","","","pageSize参数为查询成功",""
"failed","Sat Apr 02 17:39:16 CST 2022","Sat Apr 02 17:39:18 CST 2022","1574","main","testmain","TestMain","","","输入不存在TYPE删除地址失败",""
"passed","Sat Apr 02 17:48:31 CST 2022","Sat Apr 02 17:48:31 CST 2022","502","main","testmain","TestMain","","","参数缺失领取优惠券失败",""
"passed","Sat Apr 02 17:48:39 CST 2022","Sat Apr 02 17:48:40 CST 2022","785","main","testmain","TestMain","","","错误的参数请求方式获取用户信息失败",""
"passed","Sat Apr 02 17:33:33 CST 2022","Sat Apr 02 17:33:33 CST 2022","511","main","testmain","TestMain","","","password为空请求失败",""
"passed","Sat Apr 02 17:41:11 CST 2022","Sat Apr 02 17:41:16 CST 2022","4979","main","testmain","TestMain","","","缺少successUrl发起订单支付失败",""
"passed","Sat Apr 02 17:39:02 CST 2022","Sat Apr 02 17:39:03 CST 2022","1826","main","testmain","TestMain","","","未登录删除地址失败",""
"passed","Sat Apr 02 17:37:16 CST 2022","Sat Apr 02 17:37:17 CST 2022","1581","main","testmain","TestMain","","","ids为非数字删除失败",""
"passed","Sat Apr 02 17:36:26 CST 2022","Sat Apr 02 17:36:28 CST 2022","2360","main","testmain","TestMain","","","发送错误请求方式编辑购物车失败（GET）",""
"passed","Sat Apr 02 17:35:09 CST 2022","Sat Apr 02 17:35:09 CST 2022","781","main","testmain","TestMain","","","pageNO参数值为非数字查询失败",""
"passed","Sat Apr 02 17:43:19 CST 2022","Sat Apr 02 17:43:20 CST 2022","787","main","testmain","TestMain","","","无参数查询成功",""
"passed","Sat Apr 02 17:49:54 CST 2022","Sat Apr 02 17:49:54 CST 2022","797","main","testmain","TestMain","","","错误的请求方式查询失败POST",""
"passed","Sat Apr 02 17:37:37 CST 2022","Sat Apr 02 17:37:38 CST 2022","1035","main","testmain","TestMain","","","未登录状态新增地址失败",""
"passed","Sat Apr 02 17:40:39 CST 2022","Sat Apr 02 17:40:45 CST 2022","5690","main","testmain","TestMain","","","正确参数订单发起支付成功",""
"passed","Sat Apr 02 17:42:08 CST 2022","Sat Apr 02 17:42:09 CST 2022","1043","main","testmain","TestMain","","","未登录状态签到失败",""
"passed","Sat Apr 02 17:33:48 CST 2022","Sat Apr 02 17:33:49 CST 2022","816","main","testmain","TestMain","","","password6位字符注册成功",""
"failed","Sat Apr 02 17:42:49 CST 2022","Sat Apr 02 17:42:54 CST 2022","5178","main","testmain","TestMain","","","已收藏goodsid再次收藏收藏失败",""
"passed","Sat Apr 02 17:38:54 CST 2022","Sat Apr 02 17:38:54 CST 2022","779","main","testmain","TestMain","","","参数id为空修改默认地址失败",""
"passed","Sat Apr 02 17:41:22 CST 2022","Sat Apr 02 17:41:22 CST 2022","791","main","testmain","TestMain","","","orderid参数为空发起订单支付失败",""
"passed","Sat Apr 02 17:49:28 CST 2022","Sat Apr 02 17:49:29 CST 2022","783","main","testmain","TestMain","","","参数PageNo为非数字查询失败",""
"passed","Sat Apr 02 17:37:36 CST 2022","Sat Apr 02 17:37:36 CST 2022","783","main","testmain","TestMain","","","输入正确的信息新增地址成功",""
"failed","Sat Apr 02 17:36:41 CST 2022","Sat Apr 02 17:36:43 CST 2022","2442","main","testmain","TestMain","","","参数count超过商品库存编辑失败",""
"passed","Sat Apr 02 17:36:33 CST 2022","Sat Apr 02 17:36:35 CST 2022","1592","main","testmain","TestMain","","","参数id缺失编辑失败",""
"passed","Sat Apr 02 17:37:47 CST 2022","Sat Apr 02 17:37:48 CST 2022","790","main","testmain","TestMain","","","参数First Name不填新增失败",""
"passed","Sat Apr 02 17:35:13 CST 2022","Sat Apr 02 17:35:13 CST 2022","784","main","testmain","TestMain","","","pageSize参数值超出长度限制查询失败",""
"passed","Sat Apr 02 17:49:33 CST 2022","Sat Apr 02 17:49:34 CST 2022","1027","main","testmain","TestMain","","","未登录状态获取通知列表失败",""
"passed","Sat Apr 02 17:33:34 CST 2022","Sat Apr 02 17:33:35 CST 2022","523","main","testmain","TestMain","","","password参数错误请求失败",""
"passed","Sat Apr 02 17:48:30 CST 2022","Sat Apr 02 17:48:31 CST 2022","509","main","testmain","TestMain","","","错误的请求类型领取优惠券失败PUT",""
"passed","Sat Apr 02 17:48:03 CST 2022","Sat Apr 02 17:48:04 CST 2022","782","main","testmain","TestMain","","","输入错误URL查询失败",""
"passed","Sat Apr 02 17:42:54 CST 2022","Sat Apr 02 17:42:56 CST 2022","2114","main","testmain","TestMain","","","输入正确信息删除收藏夹商品成功",""
"passed","Sat Apr 02 17:37:29 CST 2022","Sat Apr 02 17:37:30 CST 2022","779","main","testmain","TestMain","","","pageNo参数为空查询失败",""
"passed","Sat Apr 02 17:49:38 CST 2022","Sat Apr 02 17:49:39 CST 2022","779","main","testmain","TestMain","","","PageSize参数错误获取通知列表失败",""
"passed","Sat Apr 02 17:48:05 CST 2022","Sat Apr 02 17:48:06 CST 2022","786","main","testmain","TestMain","","","错误的请求方式POST查询失败",""
"passed","Sat Apr 02 17:34:10 CST 2022","Sat Apr 02 17:34:11 CST 2022","785","main","testmain","TestMain","","","输入错误请求方式POST获取首页广告栏位数据失败",""
"passed","Sat Apr 02 17:34:17 CST 2022","Sat Apr 02 17:34:18 CST 2022","797","main","testmain","TestMain","","","错误的请求方式查询失败PUT",""
"passed","Sat Apr 02 17:47:30 CST 2022","Sat Apr 02 17:47:53 CST 2022","22822","main","testmain","TestMain","","","参数传递类型错误修改密码失败multipart/form-data",""
"passed","Sat Apr 02 17:33:46 CST 2022","Sat Apr 02 17:33:46 CST 2022","798","main","testmain","TestMain","","","userAccount 存在中文注册失败",""
"passed","Sat Apr 02 17:37:41 CST 2022","Sat Apr 02 17:37:41 CST 2022","789","main","testmain","TestMain","","","参数First Name缺失新增失败",""
"passed","Sat Apr 02 17:42:10 CST 2022","Sat Apr 02 17:42:11 CST 2022","786","main","testmain","TestMain","","","错误请求方式签到失败（DELETE)",""
"passed","Sat Apr 02 17:37:45 CST 2022","Sat Apr 02 17:37:46 CST 2022","786","main","testmain","TestMain","","","postalCode:缺失新增失败",""
"passed","Sat Apr 02 17:49:11 CST 2022","Sat Apr 02 17:49:12 CST 2022","775","main","testmain","TestMain","","","输入错误URL地址兑换失败",""
"passed","Sat Apr 02 17:39:27 CST 2022","Sat Apr 02 17:39:31 CST 2022","3438","main","testmain","TestMain","","","未登录状态提交订单失败",""
"passed","Sat Apr 02 17:48:02 CST 2022","Sat Apr 02 17:48:02 CST 2022","785","main","testmain","TestMain","","","参数请求类型错误查询失败multipart/form-data",""
"passed","Sat Apr 02 17:38:54 CST 2022","Sat Apr 02 17:38:55 CST 2022","796","main","testmain","TestMain","","","参数id不存在修改默认地址失败",""
"passed","Sat Apr 02 17:49:43 CST 2022","Sat Apr 02 17:49:44 CST 2022","801","main","testmain","TestMain","","","错误的请求方式查询失败POST",""
"passed","Sat Apr 02 17:36:21 CST 2022","Sat Apr 02 17:36:23 CST 2022","2392","main","testmain","TestMain","","","错误URL地址编辑购物车失败",""
"passed","Sat Apr 02 17:35:06 CST 2022","Sat Apr 02 17:35:07 CST 2022","786","main","testmain","TestMain","","","pageNO参数值为空查询失败",""
"passed","Sat Apr 02 17:48:48 CST 2022","Sat Apr 02 17:48:50 CST 2022","1860","main","testmain","TestMain","","","错误的请求类型修改失败DELETE",""
"passed","Sat Apr 02 17:37:08 CST 2022","Sat Apr 02 17:37:11 CST 2022","2373","main","testmain","TestMain","","","错误请求方式批量删除购物车商品失败（DELETE）",""
"passed","Sat Apr 02 17:42:11 CST 2022","Sat Apr 02 17:42:12 CST 2022","791","main","testmain","TestMain","","","错误请求方式签到失败（PUT)",""
"passed","Sat Apr 02 17:39:40 CST 2022","Sat Apr 02 17:39:42 CST 2022","2373","main","testmain","TestMain","","","couponsid为空提交订单成功",""
"passed","Sat Apr 02 17:40:30 CST 2022","Sat Apr 02 17:40:33 CST 2022","3156","main","testmain","TestMain","","","错误的请求方式提交订单失败（DELETE）",""
"passed","Sat Apr 02 17:36:37 CST 2022","Sat Apr 02 17:36:39 CST 2022","1561","main","testmain","TestMain","","","参数id为空编辑失败",""
"passed","Sat Apr 02 17:38:02 CST 2022","Sat Apr 02 17:38:03 CST 2022","1584","main","testmain","TestMain","","","输入正确参数修改地址成功",""
"failed","Sat Apr 02 17:48:56 CST 2022","Sat Apr 02 17:48:57 CST 2022","1843","main","testmain","TestMain","","","参数sex为非限定数字修改失败",""
"passed","Sat Apr 02 17:34:44 CST 2022","Sat Apr 02 17:34:44 CST 2022","774","main","testmain","TestMain","","","参数类型错误查询失败multipart/form-data",""
"passed","Sat Apr 02 17:49:05 CST 2022","Sat Apr 02 17:49:06 CST 2022","799","main","testmain","TestMain","","","错误的请求类型失败PUT",""
"passed","Sat Apr 02 17:37:39 CST 2022","Sat Apr 02 17:37:40 CST 2022","796","main","testmain","TestMain","","","错误的请求方式新增地址失败（DELETE）",""
"passed","Sat Apr 02 17:35:07 CST 2022","Sat Apr 02 17:35:08 CST 2022","789","main","testmain","TestMain","","","pageSize参数值为空查询失败",""
"passed","Sat Apr 02 17:34:03 CST 2022","Sat Apr 02 17:34:03 CST 2022","792","main","testmain","TestMain","","","输入错误URL地址查询失败",""
"passed","Sat Apr 02 17:37:38 CST 2022","Sat Apr 02 17:37:39 CST 2022","791","main","testmain","TestMain","","","错误的请求方式新增地址失败（GET）",""
"passed","Sat Apr 02 17:48:10 CST 2022","Sat Apr 02 17:48:11 CST 2022","797","main","testmain","TestMain","","","错误的参数类型查询失败application/json",""
"passed","Sat Apr 02 17:43:45 CST 2022","Sat Apr 02 17:43:46 CST 2022","793","main","testmain","TestMain","","","输入错误URL地址获取验证码失败",""
"passed","Sat Apr 02 17:40:00 CST 2022","Sat Apr 02 17:40:03 CST 2022","3162","main","testmain","TestMain","","","shopCartId不存在提交订单失败",""
"failed","Sat Apr 02 17:33:42 CST 2022","Sat Apr 02 17:33:42 CST 2022","798","main","testmain","TestMain","","","password为空请求失败",""
"passed","Sat Apr 02 17:47:54 CST 2022","Sat Apr 02 17:47:55 CST 2022","1021","main","testmain","TestMain","","","未登录状态查询失败",""
"passed","Sat Apr 02 17:41:00 CST 2022","Sat Apr 02 17:41:05 CST 2022","4986","main","testmain","TestMain","","","错误请求方式（DELETE）发起订单支付失败",""
"passed","Sat Apr 02 17:43:20 CST 2022","Sat Apr 02 17:43:21 CST 2022","784","main","testmain","TestMain","","","pagesize参数错误查询失败",""
"passed","Sat Apr 02 17:34:30 CST 2022","Sat Apr 02 17:34:31 CST 2022","779","main","testmain","TestMain","","","错误的参数请求方式查询路由失败application/json",""
"failed","Sat Apr 02 17:41:16 CST 2022","Sat Apr 02 17:41:22 CST 2022","5704","main","testmain","TestMain","","","缺少cancelURL发起订单支付失败",""
"passed","Sat Apr 02 17:48:54 CST 2022","Sat Apr 02 17:48:56 CST 2022","1833","main","testmain","TestMain","","","生日日期输入异常日期修改失败",""
"passed","Sat Apr 02 17:47:59 CST 2022","Sat Apr 02 17:48:00 CST 2022","787","main","testmain","TestMain","","","参数pageno错误查询失败",""
"passed","Sat Apr 02 17:35:10 CST 2022","Sat Apr 02 17:35:11 CST 2022","788","main","testmain","TestMain","","","pageNO参数值超出长度限制查询失败",""
"passed","Sat Apr 02 17:49:17 CST 2022","Sat Apr 02 17:49:17 CST 2022","781","main","testmain","TestMain","","","参数intergral为非数字兑换失败",""
"passed","Sat Apr 02 17:43:35 CST 2022","Sat Apr 02 17:43:37 CST 2022","1862","main","testmain","TestMain","","","错误请求方式删除失败PUT",""
"passed","Sat Apr 02 17:48:38 CST 2022","Sat Apr 02 17:48:39 CST 2022","796","main","testmain","TestMain","","","错误请求方式PUT获取用户信息失败",""
"passed","Sat Apr 02 17:36:28 CST 2022","Sat Apr 02 17:36:31 CST 2022","2373","main","testmain","TestMain","","","发送错误请求方式编辑购物车失败（DELETE）",""
"passed","Sat Apr 02 17:38:29 CST 2022","Sat Apr 02 17:38:30 CST 2022","1607","main","testmain","TestMain","","","area1为空修改地址失败",""
"passed","Sat Apr 02 17:35:04 CST 2022","Sat Apr 02 17:35:05 CST 2022","788","main","testmain","TestMain","","","请求错误查询失败（DELETE）",""
"passed","Sat Apr 02 17:34:15 CST 2022","Sat Apr 02 17:34:16 CST 2022","777","main","testmain","TestMain","","","输入错误URL查询失败",""
"passed","Sat Apr 02 17:34:18 CST 2022","Sat Apr 02 17:34:19 CST 2022","852","main","testmain","TestMain","","","错误的请求类型查询失败application/json",""
"passed","Sat Apr 02 17:33:55 CST 2022","Sat Apr 02 17:33:55 CST 2022","797","main","testmain","TestMain","","","content-type参数类型错误注册失败multipart/form-data",""
"passed","Sat Apr 02 17:33:55 CST 2022","Sat Apr 02 17:33:56 CST 2022","787","main","testmain","TestMain","","","使用已注册的userAccount注册失败",""
"passed","Sat Apr 02 17:34:28 CST 2022","Sat Apr 02 17:34:29 CST 2022","775","main","testmain","TestMain","","","错误请求方式POST查询路由失败",""
"passed","Sat Apr 02 17:37:30 CST 2022","Sat Apr 02 17:37:31 CST 2022","793","main","testmain","TestMain","","","pageSize参数为非数字查询失败",""
"passed","Sat Apr 02 17:43:41 CST 2022","Sat Apr 02 17:43:43 CST 2022","1829","main","testmain","TestMain","","","错误参数类型删除失败multipart/form-data",""
"passed","Sat Apr 02 17:33:37 CST 2022","Sat Apr 02 17:33:37 CST 2022","515","main","testmain","TestMain","","","请求类型错误请求失败DELETE",""
"passed","Sat Apr 02 17:48:37 CST 2022","Sat Apr 02 17:48:38 CST 2022","786","main","testmain","TestMain","","","错误请求方式DELETE获取用户信息失败",""
"passed","Sat Apr 02 17:39:42 CST 2022","Sat Apr 02 17:39:44 CST 2022","2411","main","testmain","TestMain","","","addressid不存在提交订单失败",""
"passed","Sat Apr 02 17:37:54 CST 2022","Sat Apr 02 17:37:55 CST 2022","827","main","testmain","TestMain","","","参数lastname参数长度超过限制新增失败",""
"passed","Sat Apr 02 17:42:32 CST 2022","Sat Apr 02 17:42:36 CST 2022","3728","main","testmain","TestMain","","","错误请求方式添加商品到收藏栏失败（DELETE）",""
"passed","Sat Apr 02 17:48:02 CST 2022","Sat Apr 02 17:48:03 CST 2022","800","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:38:27 CST 2022","Sat Apr 02 17:38:29 CST 2022","1571","main","testmain","TestMain","","","contactnumber为空修改地址失败",""
"passed","Sat Apr 02 17:35:03 CST 2022","Sat Apr 02 17:35:04 CST 2022","786","main","testmain","TestMain","","","请求错误查询失败（POST）",""
"passed","Sat Apr 02 17:34:36 CST 2022","Sat Apr 02 17:34:37 CST 2022","980","main","testmain","TestMain","","","输入全称查询到指定产品成功",""
"passed","Sat Apr 02 17:50:01 CST 2022","Sat Apr 02 17:50:02 CST 2022","1238","main","testmain","TestMain","","","错误的参数类型查询失败application/json",""
"passed","Sat Apr 02 17:36:03 CST 2022","Sat Apr 02 17:36:07 CST 2022","3802","main","testmain","TestMain","","","goodsid为非数字型新增失败",""
"passed","Sat Apr 02 17:41:57 CST 2022","Sat Apr 02 17:42:02 CST 2022","5013","main","testmain","TestMain","","","参数类型错误发起订单支付失败application/x-www-form-urlencoded",""
"failed","Sat Apr 02 17:43:08 CST 2022","Sat Apr 02 17:43:09 CST 2022","786","main","testmain","TestMain","","","id为空删除商品失败",""
"failed","Sat Apr 02 17:42:58 CST 2022","Sat Apr 02 17:43:01 CST 2022","2388","main","testmain","TestMain","","","未登录状态删除商品失败",""
"passed","Sat Apr 02 17:43:15 CST 2022","Sat Apr 02 17:43:15 CST 2022","785","main","testmain","TestMain","","","输入错误URL查询失败",""
"passed","Sat Apr 02 17:37:17 CST 2022","Sat Apr 02 17:37:19 CST 2022","1590","main","testmain","TestMain","","","不存在ids删除失败",""
"passed","Sat Apr 02 17:49:39 CST 2022","Sat Apr 02 17:49:40 CST 2022","784","main","testmain","TestMain","","","参数请求方式错误获取通知列表失败",""
"passed","Sat Apr 02 17:48:00 CST 2022","Sat Apr 02 17:48:01 CST 2022","768","main","testmain","TestMain","","","参数pagesize错误查询失败",""
"passed","Sat Apr 02 17:43:18 CST 2022","Sat Apr 02 17:43:19 CST 2022","779","main","testmain","TestMain","","","错误的请求方式PUT查询失败",""
"passed","Sat Apr 02 17:38:46 CST 2022","Sat Apr 02 17:38:47 CST 2022","1567","main","testmain","TestMain","","","输入错误URL地址修改默认地址失败",""
"passed","Sat Apr 02 17:48:40 CST 2022","Sat Apr 02 17:48:41 CST 2022","784","main","testmain","TestMain","","","错误的参数请求方式获取用户信息失败",""
"passed","Sat Apr 02 17:38:32 CST 2022","Sat Apr 02 17:38:34 CST 2022","1601","main","testmain","TestMain","","","area3为空修改地址失败",""
"passed","Sat Apr 02 17:48:33 CST 2022","Sat Apr 02 17:48:34 CST 2022","504","main","testmain","TestMain","","","错误的参数请求类型领取失败multipart/form-data",""
"passed","Sat Apr 02 17:48:25 CST 2022","Sat Apr 02 17:48:27 CST 2022","1589","main","testmain","TestMain","","","错误的参数请求类型兑换失败application/x-www-form-urlencoded",""
"failed","Sat Apr 02 17:38:11 CST 2022","Sat Apr 02 17:38:12 CST 2022","1577","main","testmain","TestMain","","","缺少lastname修改地址失败",""
"passed","Sat Apr 02 17:37:43 CST 2022","Sat Apr 02 17:37:44 CST 2022","797","main","testmain","TestMain","","","参数erea1缺失新增失败",""
"passed","Sat Apr 02 17:33:32 CST 2022","Sat Apr 02 17:33:32 CST 2022","521","main","testmain","TestMain","","","缺少password参数请求失败",""
"passed","Sat Apr 02 17:49:44 CST 2022","Sat Apr 02 17:49:44 CST 2022","784","main","testmain","TestMain","","","错误的请求方式查询失败DELETE",""
"passed","Sat Apr 02 17:49:50 CST 2022","Sat Apr 02 17:49:51 CST 2022","1259","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:43:21 CST 2022","Sat Apr 02 17:43:22 CST 2022","783","main","testmain","TestMain","","","pageNO参数为空查询成功",""
"passed","Sat Apr 02 17:48:06 CST 2022","Sat Apr 02 17:48:07 CST 2022","789","main","testmain","TestMain","","","错误的请求方式PUT查询失败",""
"passed","Sat Apr 02 17:49:21 CST 2022","Sat Apr 02 17:49:22 CST 2022","819","main","testmain","TestMain","","","输入正确信息查询成功",""
"passed","Sat Apr 02 17:38:03 CST 2022","Sat Apr 02 17:38:05 CST 2022","1818","main","testmain","TestMain","","","未登录状态修改地址失败",""
"passed","Sat Apr 02 17:42:09 CST 2022","Sat Apr 02 17:42:10 CST 2022","795","main","testmain","TestMain","","","错误请求方式签到失败（POST)",""
"passed","Sat Apr 02 17:49:30 CST 2022","Sat Apr 02 17:49:31 CST 2022","781","main","testmain","TestMain","","","错误的参数类型查询失败multipart/form-data",""
